"Name","Title","Type","Revision","Class","Lifecycle State","Scanned In","Checked Out?","Modified Date","Owner Name"
"PRC095255,A,6,Completion Report for E19590 Pad Printers with Vision System Software Validation Maximo ID ES3230 and ES32","Completion Report for E19590 Pad Printers with Vision System Software Validation Maximo ID ES3230 and ES3257","None","A","Completion Report","Released"," ","NO","05/26/2020 10:51:31:551","Release"
"PRC095423,A,4,Completion report for E19587 Heat shrink oven software validation Maximo ID ES3227","Completion report for E19587 Heat shrink oven software validation Maximo ID ES3227","None","A","Completion Report","Released"," ","NO","05/25/2020 17:50:45:434","Release"
"CA083530,B,1,Jig height fixture","Jig height fixture","Equipment Requirements Review","B","Component Approval Document","Released"," ","NO","05/25/2020 16:06:03:711","Release"
"CA083530,A,1,Jig height fixture","Jig height fixture","Equipment Requirements Review","A","Component Approval Document","Released"," ","NO","05/25/2020 16:06:02:930","Release"
"CA083522,B,1,Insulation fixture","Insulation fixture","Equipment Requirements Review","B","Component Approval Document","Released"," ","NO","05/25/2020 15:19:44:415","Release"
"CA083522,A,1,Insulation fixture","Insulation fixture","Equipment Requirements Review","A","Component Approval Document","Released"," ","NO","05/25/2020 15:19:43:681","Release"
"CA083536,B,2,Curing Rack","Curing Rack","Equipment Requirements Review","B","Component Approval Document","Released"," ","NO","05/25/2020 15:11:04:166","Release"
"CA083536,A,1,Curing Rack","Curing Rack","Equipment Requirements Review","A","Component Approval Document","Released"," ","NO","05/25/2020 15:11:03:400","Release"
"PRC095390,A,5,Completion Report for Software Validation for E19594 Smart conveyor with scale system","Completion Report for Software Validation for E19594 Smart conveyor with scale system","None","A","Completion Report","Released"," ","NO","05/25/2020 13:34:21:208","Release"
"PRC095632,A,2,Completion report for software validation for Tubing Cutter 1 E19585 Maximo ID ES3225","Completion report for software validation for Tubing Cutter 1 E19585 Maximo ID ES3225","None","A","Completion Report","Released"," ","NO","05/25/2020 12:17:52:908","Release"
"PRC095602,A,5,Software Validation for E19592 Multivac Sealer with in line Pinter","Software Validation for E19592 Multivac Sealer with in line Pinter","Protocol Software Validation","A","Protocol","Released"," ","NO","05/21/2020 17:46:06:319","Release"
"PRC095993,A,5,Ultrasonic Cleaner Installation Qualification Protocol","Ultrasonic Cleaner Installation Qualification Protocol","Protocol Equipment Install Qual","A","Protocol","Released"," ","NO","05/21/2020 17:21:20:878","Release"
"PRC095689,A,2,Drying Room","Drying Room","Protocol Equipment Install Qual","A","Protocol","Released"," ","NO","05/19/2020 16:52:43:974","Release"
"PRC096055,A,2,Coating Area","Coating Area","Protocol Equipment Install Qual","A","Protocol","Released"," ","NO","05/18/2020 18:36:22:257","Release"
"CA083529,B,1,Blades loading box fixture","Blades loading box fixture","Equipment Requirements Review","B","Component Approval Document","Released"," ","NO","05/15/2020 12:29:27:056","Release"
"CA083529,A,1,Blades loading box fixture","Blades loading box fixture","Equipment Requirements Review","A","Component Approval Document","Released"," ","NO","05/15/2020 12:29:26:353","Release"
"CA083723,A,1,Water Filtration System","Water Filtration System","Equipment Requirements Review","A","Component Approval Document","Released"," ","NO","05/15/2020 12:20:35:383","Release"
"CA083279,B,1,Zebra Printer","Zebra Printer","Equipment Requirements Review","B","Component Approval Document","Released"," ","NO","05/14/2020 12:36:49:574","Release"
"PRC095400,A,5,Software Validation for E20132 Pack Out Equipment with Scale System","Software Validation for E20132 Pack Out Equipment with Scale System","Protocol Software Validation","A","Protocol","Released"," ","NO","05/13/2020 17:00:58:627","Release"
"CA083215,B,1,Label Dispenser","Label Dispenser","Equipment Requirements Review","B","Component Approval Document","Released"," ","NO","05/12/2020 18:33:58:056","Release"
"CA083215,A,2,Label Dispenser","Label Dispenser","Equipment Requirements Review","A","Component Approval Document","Released"," ","NO","05/12/2020 18:33:57:447","Release"
"PRC095703,A,3,Software validation for Tubing Cutter 2 E19586 Maximo ID ES3226","Software validation for Tubing Cutter 2 E19586 Maximo ID ES3226","Protocol Software Validation","A","Protocol","Released"," ","NO","05/12/2020 14:01:14:680","Release"
"CA083519,A,1,Air Extractor","Air Extractor","Equipment Requirements Review","A","Component Approval Document","Released"," ","NO","05/07/2020 12:22:40:076","Release"
"PRC095631,A,7,Software validation for Tubing Cutter 1 E19585 Maximo ID ES3225","Software validation for Tubing Cutter 1 E19585 Maximo ID ES3225","Protocol Software Validation","A","Protocol","Released"," ","NO","05/06/2020 16:13:35:894","Release"
"PRC095254,A,11,Software Validation Protocol for Megadyne L175 Pad Printers with Vision System E19590","Software Validation Protocol for Megadyne L175 Pad Printers with Vision System E19590","Protocol Software Validation","A","Protocol","Released"," ","NO","05/04/2020 15:01:43:765","Release"
"PRC095685,A,4,Automated Label Applier E20172","Automated Label Applier E20172","Protocol Equipment Install Qual","A","Protocol","Released"," ","NO","04/29/2020 21:12:32:264","Release"
"PRC095114,A,4,Completion Report IQ for Pack Out Equipment with scale system E20132 and Zebra Printer E20129","Completion Report IQ for Pack Out Equipment with scale system E20132 and Zebra Printer E20129","None","A","Completion Report","Released"," ","NO","04/29/2020 16:42:25:157","Release"
"PRC095389,A,9,Software Validation for E19594 Smart conveyor with scale system","Software Validation for E19594 Smart conveyor with scale system","Protocol Software Validation","A","Protocol","Released"," ","NO","04/28/2020 18:12:27:477","Release"
"PRC095422,A,6,E19587 Heat shrink oven software validation Maximo ID ES3227","E19587 Heat shrink oven software validation Maximo ID ES3227","Protocol Software Validation","A","Protocol","Released"," ","NO","04/28/2020 18:05:49:067","Release"
"PRC095112,A,5,Completion repor IQ for Smart Conveyor with scale system E19594, Zebra Printer E20129 and Label Dispenser ","Completion repor IQ for Smart Conveyor with scale system E19594, Zebra Printer E20129 and Label Dispenser E20128","None","A","Completion Report","Released"," ","NO","04/28/2020 10:28:09:238","Release"
"PRC095110,A,4,Completion Report IQ for Multivac Sealer Machine with in line printer E19592, Dust Collector E20125 and Ch","Completion Report IQ for Multivac Sealer Machine with in line printer E19592, Dust Collector E20125 and Chiller E20126","None","A","Completion Report","Released"," ","NO","04/28/2020 10:27:25:909","Release"
"PRC095098,A,5,Completion report of Installation Qualification for Pad Printers with Vision System Line 175","Completion report of Installation Qualification for Pad Printers with Vision System Line 175","None","A","Completion Report","Released"," ","NO","04/27/2020 15:49:25:865","Release"
"PRC095601,A,2,Curing oven w/Truck E19582, Oven Humidifier E19583, Curing Ovens Extractor E19581, T02737 Blades coating p","Curing oven w/Truck E19582, Oven Humidifier E19583, Curing Ovens Extractor E19581, T02737 Blades coating process fixtures, T02791 Curing Rack","Protocol Equipment Install Qual","A","Protocol","Released"," ","NO","04/22/2020 16:59:04:521","Release"
"PRC090974,A,4,Equipment for Sandblasting Area","Equipment for Sandblasting Area","Protocol Equipment Install Qual","A","Protocol","Released"," ","NO","04/17/2020 22:23:51:740","Release"
"PRC095320,A,6,Paint Refrigerator E19576","Paint Refrigerator E19576","Protocol Equipment Install Qual","A","Protocol","Released"," ","NO","04/06/2020 17:21:07:339","Release"
"FB003341,A,10,Validation Master Plan for MIMAS project","Validation Master Plan for MIMAS project","Mfg-Site VMP PLAN","A","Fact Book","Released"," ","NO","03/27/2020 15:49:12:792","Release"
"PRC095225,A,3,Installment Qualificaion Protocol for Heat Shrink Oven E19587","Installment Qualificaion Protocol for Heat Shrink Oven E19587","Protocol Equipment Install Qual","A","Protocol","Released"," ","NO","03/27/2020 14:46:34:954","Release"
"PRC095111,A,5,Smart Conveyor with scale system E19594, Zebra Printer E20129 and Label Dispenser E20128","Smart Conveyor with scale system E19594, Zebra Printer E20129 and Label Dispenser E20128","Protocol Equipment Install Qual","A","Protocol","Released"," ","NO","03/27/2020 13:09:13:444","Release"
"PRC095222,A,4,Installation Protocol Qualification for Tubbing Cutters E19585 & E19586","Installation Protocol Qualification for Tubbing Cutters E19585 & E19586","Protocol Equipment Install Qual","A","Protocol","Released"," ","NO","03/26/2020 13:55:37:738","Release"
"PRC095109,A,4,Multivac Sealer Machine with in line printer E19592, Dust Collector E20125 and Chiller E20126","Multivac Sealer Machine with in line printer E19592, Dust Collector E20125 and Chiller E20126","Protocol Equipment Install Qual","A","Protocol","Released"," ","NO","03/25/2020 18:58:48:257","Release"
"PRC095113,A,5,Pack Out Equipment with scale system E20132 and Zebra Printer E20129","Pack Out Equipment with scale system E20132 and Zebra Printer E20129","Protocol Equipment Install Qual","A","Protocol","Released"," ","NO","03/25/2020 18:54:27:941","Release"
"PRC095097,A,4,Installation Qualification for Pad Printers with Vision System Line 175","Installation Qualification for Pad Printers with Vision System Line 175","Protocol Equipment Install Qual","A","Protocol","Released"," ","NO","03/25/2020 18:50:14:484","Release"
"PRC095092,A,1,Installation Protocol Qualification for Tubbing Cutters E19585 & E19586","Installation Protocol Qualification for Tubbing Cutters E19585 & E19586","Protocol Equipment Install Qual","A","Protocol","Working"," ","NO","03/23/2020 13:31:54:687","NA_jbonil16"





