Name,Title,Type,Revision,Class,Lifecycle State,Scanned In,Checked Out?,Modified Date,Owner Name
"FB003180,T,1,Fact book for VMP - EnSeal",Fact book for VMP - EnSeal,Mfg-Site VMP LOG,T,Fact Book,Released, ,NO,08/18/2020 15:26:26:373,Release
"PR001383,P,1,Finish Goods Inspection Specification for the ENSEAL 20 cm Shaft, Large Jaw Final Device","Finish Goods Inspection Specification for the ENSEAL 20 cm Shaft, Large Jaw Final Device",Inspection Sheet FGI,P,General Processing Document,Working, ,NO,08/18/2020 11:57:02:614,NA_anorieg1
"PR001383,N,5,Finish Goods Inspection Specification for the ENSEAL 20 cm Shaft, Large Jaw Final Device","Finish Goods Inspection Specification for the ENSEAL 20 cm Shaft, Large Jaw Final Device",Inspection Sheet FGI,N,General Processing Document,Released, ,NO,08/18/2020 11:57:02:598,Release
"P2424,PE,4,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),PE,General Processing Document,Released, ,NO,08/18/2020 09:36:09:450,Release
"PRC077100,F,2,CR for Jaw Gap Measurement Equipment E17118/G01B Brick Device Line #149 SV",CR for Jaw Gap Measurement Equipment E17118/G01B Brick Device Line #149 SV,None,F,Completion Report,Released, ,NO,08/17/2020 12:15:15:541,Release
"SRC002655,D,4,Software for Jaw Gap Measurement Equipment E17118/ES1793 Brick Device Line #149",Software for Jaw Gap Measurement Equipment E17118/ES1793 Brick Device Line #149,Equipment Software,D,Software (Source Code),Released, ,NO,08/17/2020 11:54:25:414,Release
"PRC075443,A,4,SV for  Jaw Gap Measurement Equipment E17118 Brick Shaft Line #147",SV for  Jaw Gap Measurement Equipment E17118 Brick Shaft Line #147,None,A,Completion Report,Released, ,NO,08/17/2020 11:33:08:286,Release
"CA084580,A,2,D51508-TRR",D51508-TRR,Tooling Requirements Review (TRR),A,Component Approval Document,Released, ,NO,08/14/2020 04:33:27:656,Release
"CA084519,A,1,D51507-CRR",D51507-CRR,Component Requirements Review,A,Component Approval Document,Released, ,NO,08/13/2020 17:26:35:469,Release
"CA084526,A,1,D51508-CRR",D51508-CRR,Component Requirements Review,A,Component Approval Document,Released, ,NO,08/13/2020 17:26:25:891,Release
"SRC002565,A,1,Software for Jaw Gap Mesurement Equipment E17118",Software for Jaw Gap Mesurement Equipment E17118,Equipment Software,A,Software (Source Code),Released, ,NO,08/13/2020 15:57:37:638,Release
"PRC094538,A,3,Brick (Enseal) DVT of outer tubes by alternate supplier - CR for PRC094513",Brick (Enseal) DVT of outer tubes by alternate supplier - CR for PRC094513,None,A,Completion Report,Released, ,NO,08/13/2020 15:54:48:308,Release
"PRC076881,B,2,SV for EEPROM Reader E17672 for Brick line 149",SV for EEPROM Reader E17672 for Brick line 149,None,B,Completion Report,Released, ,NO,08/13/2020 14:36:14:143,Release
"PRC076879,C,5,SV for EEPROM Reader E17672 for Brick line 149",SV for EEPROM Reader E17672 for Brick line 149,Protocol Software Validation,C,Protocol,Released, ,NO,08/13/2020 14:36:14:112,Release
"SRC002634,B,3,Software for EEPROM Reader E17672 for Brick Line 149",Software for EEPROM Reader E17672 for Brick Line 149,Equipment Software,B,Software (Source Code),Released, ,NO,08/13/2020 14:36:14:033,Release
"FB003180,G,2,Fact book for VMP - EnSeal",Fact book for VMP - EnSeal,Mfg-Site VMP LOG,G,Fact Book,Released, ,NO,08/13/2020 11:23:51:766,Release
"FB003180,H,1,Fact book for VMP - EnSeal",Fact book for VMP - EnSeal,Mfg-Site VMP LOG,H,Fact Book,Released, ,NO,08/13/2020 11:23:51:187,Release
"FB003180,J,3,Fact book for VMP - EnSeal",Fact book for VMP - EnSeal,Mfg-Site VMP LOG,J,Fact Book,Released, ,NO,08/13/2020 11:23:50:531,Release
"FB003180,K,2,Fact book for VMP - EnSeal",Fact book for VMP - EnSeal,Mfg-Site VMP LOG,K,Fact Book,Released, ,NO,08/13/2020 11:23:50:000,Release
"FB003180,L,2,Fact book for VMP - EnSeal",Fact book for VMP - EnSeal,Mfg-Site VMP LOG,L,Fact Book,Released, ,NO,08/13/2020 11:23:49:578,Release
"FB003180,M,5,Fact book for VMP - EnSeal",Fact book for VMP - EnSeal,Mfg-Site VMP LOG,M,Fact Book,Released, ,NO,08/13/2020 11:23:49:234,Release
"FB003180,N,3,Fact book for VMP - EnSeal",Fact book for VMP - EnSeal,Mfg-Site VMP LOG,N,Fact Book,Released, ,NO,08/13/2020 11:23:48:922,Release
"FB003180,P,1,Fact book for VMP - EnSeal",Fact book for VMP - EnSeal,Mfg-Site VMP LOG,P,Fact Book,Released, ,NO,08/13/2020 11:23:48:515,Release
"FB003180,R,2,Fact book for VMP - EnSeal",Fact book for VMP - EnSeal,Mfg-Site VMP LOG,R,Fact Book,Released, ,NO,08/13/2020 11:23:47:875,Release
"FB003180,S,10,Fact book for VMP - EnSeal",Fact book for VMP - EnSeal,Mfg-Site VMP LOG,S,Fact Book,Released, ,NO,08/13/2020 11:23:47:422,Release
"CA084579,A,2,D51507-TRR",D51507-TRR,Tooling Requirements Review (TRR),A,Component Approval Document,Released, ,NO,08/13/2020 10:59:47:869,Release
"CA072057,C,4,Floyd Shaft Functional Tester Line 156 OP190",Floyd Shaft Functional Tester Line 156 OP190,Equipment Requirements Review,C,Component Approval Document,Released, ,NO,08/13/2020 10:42:57:963,Release
"P2424,NB,4,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),NB,General Processing Document,Released, ,NO,08/13/2020 05:04:00:958,Release
"P2424,NC,17,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),NC,General Processing Document,Released, ,NO,08/13/2020 05:03:59:818,Release
"P2424,ND,3,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),ND,General Processing Document,Released, ,NO,08/13/2020 05:03:58:583,Release
"P2424,NE,3,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),NE,General Processing Document,Released, ,NO,08/13/2020 05:03:57:333,Release
"P2424,NF,4,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),NF,General Processing Document,Released, ,NO,08/13/2020 05:03:55:896,Release
"P2424,NG,5,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),NG,General Processing Document,Released, ,NO,08/13/2020 05:03:54:661,Release
"P2424,NH,3,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),NH,General Processing Document,Released, ,NO,08/13/2020 05:03:53:349,Release
"P2424,NJ,4,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),NJ,General Processing Document,Released, ,NO,08/13/2020 05:03:52:224,Release
"P2424,NK,3,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),NK,General Processing Document,Released, ,NO,08/13/2020 05:03:50:896,Release
"P2424,NL,2,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),NL,General Processing Document,Released, ,NO,08/13/2020 05:03:49:833,Release
"P2424,NM,5,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),NM,General Processing Document,Released, ,NO,08/13/2020 05:03:48:927,Release
"P2424,NN,4,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),NN,General Processing Document,Released, ,NO,08/13/2020 05:03:48:067,Release
"P2424,NP,3,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),NP,General Processing Document,Released, ,NO,08/13/2020 05:03:47:349,Release
"P2424,NR,2,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),NR,General Processing Document,Released, ,NO,08/13/2020 05:03:46:474,Release
"P2424,NS,3,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),NS,General Processing Document,Released, ,NO,08/13/2020 05:03:45:302,Release
"P2424,NT,3,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),NT,General Processing Document,Released, ,NO,08/13/2020 05:03:44:505,Release
"P2424,NU,3,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),NU,General Processing Document,Released, ,NO,08/13/2020 05:03:42:755,Release
"P2424,NV,2,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),NV,General Processing Document,Released, ,NO,08/13/2020 05:03:41:661,Release
"P2424,NW,1,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),NW,General Processing Document,Released, ,NO,08/13/2020 05:03:40:864,Release
"P2424,NX,2,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),NX,General Processing Document,Released, ,NO,08/13/2020 05:03:40:099,Release
"P2424,NY,4,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),NY,General Processing Document,Released, ,NO,08/13/2020 05:03:39:395,Release
"P2424,NZ,4,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),NZ,General Processing Document,Released, ,NO,08/13/2020 05:03:38:270,Release
"P2424,PA,5,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),PA,General Processing Document,Released, ,NO,08/13/2020 05:03:37:536,Release
"P2424,PB,2,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),PB,General Processing Document,Released, ,NO,08/13/2020 05:03:36:192,Release
"P2424,PC,3,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),PC,General Processing Document,Released, ,NO,08/13/2020 05:03:35:677,Release
"P2424,PD,2,Ethicon Endo-Surgery Instruction Sheet (P-Sheet)",Ethicon Endo-Surgery Instruction Sheet (P-Sheet),Process Sheet (P-sheet),PD,General Processing Document,Released, ,NO,08/13/2020 05:03:34:833,Release
"PRC095014,A,3,Brick Tissue Slippage Study",Brick Tissue Slippage Study,None,A,Engineering Study,Rejected, ,NO,08/11/2020 14:14:12:545,WIP
"CA071563,C,2,Cap Study for Active Rod Heat Shrink D38178",Cap Study for Active Rod Heat Shrink D38178,Capability Study,C,Component Approval Document,Released, ,NO,08/11/2020 12:55:23:604,Release
"CA071563,A,2,Cap Study for Active Rod Heat Shrink D38178",Cap Study for Active Rod Heat Shrink D38178,Capability Study,A,Component Approval Document,Released, ,NO,08/11/2020 12:55:22:713,Release
"CA071563,B,3,Cap Study for Active Rod Heat Shrink D38178",Cap Study for Active Rod Heat Shrink D38178,Capability Study,B,Component Approval Document,Released, ,NO,08/11/2020 12:55:22:354,Release
"CA069444,C,2,FAI for Active Rod Heat Shrink D38178",FAI for Active Rod Heat Shrink D38178,First Article,C,Component Approval Document,Released, ,NO,08/11/2020 12:46:12:080,Release
"CA069444,A,4,FAI for Active Rod Heat Shrink D38178",FAI for Active Rod Heat Shrink D38178,First Article,A,Component Approval Document,Released, ,NO,08/11/2020 12:46:11:111,Release
"CA069444,B,3,FAI for Active Rod Heat Shrink D38178",FAI for Active Rod Heat Shrink D38178,First Article,B,Component Approval Document,Released, ,NO,08/11/2020 12:46:10:721,Release
"SCN077797,A,1,2007-0155 PRC095919  LCE Enseal - IR Camera - Eric Roberson - Test",2007-0155 PRC095919  LCE Enseal - IR Camera - Eric Roberson - Test,RDL Test Data,A,Scanned (Hardcopy) Item,Released, ,NO,08/11/2020 09:52:37:465,Release
"RMD001485,A,8,PURA for ENSEAL - Group G",PURA for ENSEAL - Group G,Product Use Risk Analysis,A,Risk Management Document,Released, ,NO,08/11/2020 08:58:44:838,Release
"SRC002655,A,1,Software for Jaw Gap Measurement Equipment E17118/G01B Brick Device Line #149",Software for Jaw Gap Measurement Equipment E17118/G01B Brick Device Line #149,Equipment Software,A,Software (Source Code),Released, ,NO,08/07/2020 08:31:22:473,Release
"SRC002655,B,3,Software for Jaw Gap Measurement Equipment E17118/G01B Brick Device Line #149",Software for Jaw Gap Measurement Equipment E17118/G01B Brick Device Line #149,Equipment Software,B,Software (Source Code),Released, ,NO,08/07/2020 08:31:22:114,Release
"SRC002655,C,2,Software for Jaw Gap Measurement Equipment E17118/G01B Brick Device Line #149",Software for Jaw Gap Measurement Equipment E17118/G01B Brick Device Line #149,Equipment Software,C,Software (Source Code),Released, ,NO,08/07/2020 08:31:21:785,Release
"SRC002634,A,1,Software for EEPROM Reader for Brick Line 149",Software for EEPROM Reader for Brick Line 149,Equipment Software,A,Software (Source Code),Released, ,NO,08/07/2020 08:31:21:770,Release
"SCN077627,A,3,Memo PFMEA - ECR0001230",Memo PFMEA - ECR0001230,Design Review Documents,A,Scanned (Hardcopy) Item,Released, ,NO,08/06/2020 14:54:20:141,Release
"DOC021632,D,2,Floyd Product Inquiry Data Analysis",Floyd Product Inquiry Data Analysis,Product Inquiry Data Analysis,D,EPI Generic Document,Released, ,NO,08/06/2020 14:01:26:889,Release
"DOC021632,C,5,Floyd Product Inquiry Data Analysis",Floyd Product Inquiry Data Analysis,Product Inquiry Data Analysis,C,EPI Generic Document,Released, ,NO,08/06/2020 14:01:24:702,Release
"SCN077720,A,1,2007-0132 Pkg020985 PRC096026 Brick Test SCN052111_07-23_29-20",2007-0132 Pkg020985 PRC096026 Brick Test SCN052111_07-23_29-20,RDL Test Data,A,Scanned (Hardcopy) Item,Released, ,NO,08/06/2020 13:01:30:900,Release
"CA080393,A,3,Brick MAS OP50 ERR Handle Assembly #4",Brick MAS OP50 ERR Handle Assembly #4,Equipment Requirements Review,A,Component Approval Document,Released, ,NO,08/05/2020 07:30:51:165,Release
"CA080392,B,2,Brick MAS OP40 ERR Handle Assembly #3",Brick MAS OP40 ERR Handle Assembly #3,Equipment Requirements Review,B,Component Approval Document,Released, ,NO,08/05/2020 07:30:47:493,Release
"CA080393,B,2,Brick MAS OP50 ERR Handle Assembly #4",Brick MAS OP50 ERR Handle Assembly #4,Equipment Requirements Review,B,Component Approval Document,Released, ,NO,08/05/2020 07:30:42:930,Release
"CA080392,A,3,Brick MAS OP40 ERR Handle Assembly #3",Brick MAS OP40 ERR Handle Assembly #3,Equipment Requirements Review,A,Component Approval Document,Released, ,NO,08/05/2020 07:30:29:289,Release
"DOC028060,A,2,Brick Jaw Cleaning Pre-Gap Inspection",Brick Jaw Cleaning Pre-Gap Inspection,Validation Assessment,A,EPI Generic Document,Released, ,NO,08/03/2020 14:07:58:914,Release
"PRC097187,A,1,ENSEAL G2 Super Jaw ENSEAL HI-Pot RF Rework",ENSEAL G2 Super Jaw ENSEAL HI-Pot RF Rework,Protocol - Non Routine Rework,A,Protocol,Released, ,NO,08/03/2020 13:49:07:647,Release
"PR000250,AW,2,Condition P - Sodium Stearate Lubrication",Condition P - Sodium Stearate Lubrication,Photographic Document,AW,General Processing Document,Released, ,NO,08/03/2020 13:21:10:294,Release
"PR000250,AX,2,Condition P - Sodium Stearate Lubrication",Condition P - Sodium Stearate Lubrication,Photographic Document,AX,General Processing Document,Released, ,NO,08/03/2020 13:21:09:481,Release
"PR000250,AY,4,Condition P - Sodium Stearate Lubrication",Condition P - Sodium Stearate Lubrication,Photographic Document,AY,General Processing Document,Released, ,NO,08/03/2020 13:21:08:497,Release
"PR000250,AZ,11,Condition P - Sodium Stearate Lubrication",Condition P - Sodium Stearate Lubrication,Photographic Document,AZ,General Processing Document,Released, ,NO,08/03/2020 13:21:07:794,Release
"PR000250,BA,3,Condition P - Sodium Stearate Lubrication",Condition P - Sodium Stearate Lubrication,Photographic Document,BA,General Processing Document,Released, ,NO,08/03/2020 13:21:06:809,Release
"PR000250,BB,10,Condition P - Sodium Stearate Lubrication",Condition P - Sodium Stearate Lubrication,Photographic Document,BB,General Processing Document,Released, ,NO,08/03/2020 13:21:06:153,Release
"PR000250,BC,4,Condition P - Sodium Stearate Lubrication",Condition P - Sodium Stearate Lubrication,Photographic Document,BC,General Processing Document,Released, ,NO,08/03/2020 13:21:05:637,Release
"PR000250,BD,2,Condition P - Sodium Stearate Lubrication",Condition P - Sodium Stearate Lubrication,Photographic Document,BD,General Processing Document,Released, ,NO,08/03/2020 13:21:05:153,Release
"PRC077100,A,4,SV for Jaw Gap Measurement Equipment E17118/G01B Brick Device Line #149",SV for Jaw Gap Measurement Equipment E17118/G01B Brick Device Line #149,None,A,Completion Report,Released, ,NO,07/31/2020 13:14:54:036,Release
"PRC077100,B,3,SV for Jaw Gap Measurement Equipment E17118/G01B Brick Device Line #149",SV for Jaw Gap Measurement Equipment E17118/G01B Brick Device Line #149,None,B,Completion Report,Released, ,NO,07/31/2020 13:14:53:489,Release
"PRC077100,C,3,SV for Jaw Gap Measurement Equipment E17118/G01B Brick Device Line #149",SV for Jaw Gap Measurement Equipment E17118/G01B Brick Device Line #149,None,C,Completion Report,Released, ,NO,07/31/2020 13:14:52:723,Release
"PRC077100,D,7,CR for Jaw Gap Measurement Equipment E17118/G01B Brick Device Line #149 SV",CR for Jaw Gap Measurement Equipment E17118/G01B Brick Device Line #149 SV,None,D,Completion Report,Released, ,NO,07/31/2020 13:14:52:223,Release
"PRC077100,E,3,CR for Jaw Gap Measurement Equipment E17118/G01B Brick Device Line #149 SV",CR for Jaw Gap Measurement Equipment E17118/G01B Brick Device Line #149 SV,None,E,Completion Report,Released, ,NO,07/31/2020 13:14:51:801,Release
"CA084548,A,1,A000240P02 Carton STS",A000240P02 Carton STS,RMI/STS Checklist,A,Component Approval Document,Released, ,NO,07/31/2020 08:04:13:603,Release
"CA084547,A,1,P000224P03 IFU STS",P000224P03 IFU STS,RMI/STS Checklist,A,Component Approval Document,Released, ,NO,07/31/2020 08:04:12:962,Release
"RMD001082,H,3,Risk Management Report - Post Market Safety Surveillance Enseal Tissue Sealers",Risk Management Report - Post Market Safety Surveillance Enseal Tissue Sealers,Risk Management Report - Post Market Surveillance Report,H,Risk Management Document,Released, ,NO,07/31/2020 04:44:19:859,Release
"RMD001082,F,2,Risk Management Report - Post Market Safety Surveillance Enseal Tissue Sealers",Risk Management Report - Post Market Safety Surveillance Enseal Tissue Sealers,Risk Management Report - Post Market Surveillance Report,F,Risk Management Document,Released, ,NO,07/31/2020 04:44:16:234,Release
"RMD001082,G,2,Risk Management Report - Post Market Safety Surveillance Enseal Tissue Sealers",Risk Management Report - Post Market Safety Surveillance Enseal Tissue Sealers,Risk Management Report - Post Market Surveillance Report,G,Risk Management Document,Released, ,NO,07/31/2020 04:44:15:734,Release
"PRC095919,B,4,Pre-Design Verification Test Protocol for ECR2041",Pre-Design Verification Test Protocol for ECR2041,Protocol - Other,B,Protocol,Released, ,NO,07/30/2020 13:47:55:606,Release
"PRC095919,A,3,Pre-Design Verification Test Protocol for ECR2041",Pre-Design Verification Test Protocol for ECR2041,Protocol - Other,A,Protocol,Released, ,NO,07/30/2020 13:47:54:793,Release
"CA084508,A,2,P000224P03 IFU First Article",P000224P03 IFU First Article,First Article,A,Component Approval Document,Released, ,NO,07/30/2020 13:20:23:268,Release
"CA084507,A,2,A000240P02 Carton First Article",A000240P02 Carton First Article,First Article,A,Component Approval Document,Released, ,NO,07/30/2020 13:20:23:112,Release
"PRC076881,A,11,SV for EEPROM Reader E17672 for Brick line 149",SV for EEPROM Reader E17672 for Brick line 149,None,A,Completion Report,Released, ,NO,07/30/2020 11:17:00:204,Release
"CA084532,A,1,D51508-ISheet",D51508-ISheet,Inspection Sheet RMI,A,Component Approval Document,Working, ,NO,07/29/2020 08:05:00:682,NA_asarvade
"CA084531,A,1,D51508-CP",D51508-CP,Control Plan,A,Component Approval Document,Working, ,NO,07/29/2020 08:03:43:088,NA_asarvade
"CA084530,A,1,D51508-PFMEA",D51508-PFMEA,Supplier Process FMEA,A,Component Approval Document,Working, ,NO,07/29/2020 08:02:24:789,NA_asarvade
"CA084529,A,1,D51508-CAP",D51508-CAP,Capability Study,A,Component Approval Document,Working, ,NO,07/29/2020 08:00:48:022,NA_asarvade
"CA084528,A,1,D51508-FAI",D51508-FAI,First Article,A,Component Approval Document,Working, ,NO,07/29/2020 07:59:38:334,NA_asarvade
"CA084527,A,1,D51508-TRR",D51508-TRR,Tooling Requirements Review (TRR),A,Component Approval Document,Working, ,NO,07/29/2020 07:57:52:973,NA_asarvade
"CA084525,A,1,D51507-ISheet",D51507-ISheet,Inspection Sheet RMI,A,Component Approval Document,Working, ,NO,07/29/2020 07:54:03:251,NA_asarvade
"CA084524,A,1,D51507-CP",D51507-CP,Control Plan,A,Component Approval Document,Working, ,NO,07/29/2020 07:52:13:874,NA_asarvade
"CA084523,A,1,D51507-PFMEA",D51507-PFMEA,Supplier Process FMEA,A,Component Approval Document,Working, ,NO,07/29/2020 07:50:52:482,NA_asarvade
"CA084522,A,1,D51507-CAP",D51507-CAP,Capability Study,A,Component Approval Document,Working, ,NO,07/29/2020 07:48:39:543,NA_asarvade
"CA084521,A,1,D51507-FAI",D51507-FAI,First Article,A,Component Approval Document,Working, ,NO,07/29/2020 07:47:09:588,NA_asarvade
"CA084520,A,1,D51507-TRR",D51507-TRR,Tooling Requirements Review (TRR),A,Component Approval Document,Working, ,NO,07/29/2020 07:43:37:335,NA_asarvade
"TRP001466,B,3,Inspect and Clean Electrodes Station",Inspect and Clean Electrodes Station,None,B,Assembly Operation,Working, ,NO,07/29/2020 02:30:53:966,WIP
"TRP001466,A,4,Inspect and Clean Electrodes Station",Inspect and Clean Electrodes Station,None,A,Assembly Operation,Released, ,NO,07/28/2020 05:45:03:691,Release
"SCN076798,A,3,Brick/Jabil Ethicon Char and Comp",Brick/Jabil Ethicon Char and Comp,None,A,Scanned (Hardcopy) Item,Released, ,NO,07/27/2020 11:02:06:938,Release
"SCN076797,A,2,Brick/Jabil Ethicon GR&Rs",Brick/Jabil Ethicon GR&Rs,None,A,Scanned (Hardcopy) Item,Released, ,NO,07/27/2020 11:00:34:749,Release
"SCN076795,A,4,Brick/Jabil ERRs",Brick/Jabil ERRs,None,A,Scanned (Hardcopy) Item,Released, ,NO,07/27/2020 10:54:12:446,Release
"PRC095350,B,1,Completion Report Confirmation Run for Pallet Configuration Optimization (ACE+7 and BRICK)",Completion Report Confirmation Run for Pallet Configuration Optimization (ACE+7 and BRICK),None,B,Completion Report,Released, ,NO,07/24/2020 18:41:20:341,Release
"PRC095350,A,3,Completion Report Confirmation Run for Pallet Configuration Optimization (ACE+7 and BRICK)",Completion Report Confirmation Run for Pallet Configuration Optimization (ACE+7 and BRICK),None,A,Completion Report,Released, ,NO,07/24/2020 18:41:18:059,Release
"DOC027004,C,2,MDR Energy 1st Half - ENSEAL - IFU",MDR Energy 1st Half - ENSEAL - IFU,Collaborative Labeling Development Process,C,EPI Generic Document,Released, ,NO,07/24/2020 10:11:37:325,Release
"DOC027004,A,3,MDR Energy 1st Half - ENSEAL - IFU",MDR Energy 1st Half - ENSEAL - IFU,Collaborative Labeling Development Process,A,EPI Generic Document,Released, ,NO,07/24/2020 10:11:36:340,Release
"DOC027004,B,3,MDR Energy 1st Half - ENSEAL - IFU",MDR Energy 1st Half - ENSEAL - IFU,Collaborative Labeling Development Process,B,EPI Generic Document,Released, ,NO,07/24/2020 10:11:36:028,Release
"PRC096382,A,3,Brick Tissue Slippage Prevention Study",Brick Tissue Slippage Prevention Study,None,A,Engineering Study,Working, ,YES,07/23/2020 13:54:30:787,NA_erobers2
"SCN018955,W,3,Gen11 certification and report for external standards testing (other than emi/emc)",Gen11 certification and report for external standards testing (other than emi/emc),None,W,Scanned (Hardcopy) Item,Released, ,NO,07/23/2020 08:38:43:200,Release
"PRC095051,B,5,Brick alternate Outer Tube D50830G04 DV Build",Brick alternate Outer Tube D50830G04 DV Build,None,B,Engineering Study,Released, ,NO,07/22/2020 16:56:06:089,Release
"PRC095051,A,8,Brick alternate Outer Tube D50830G04 DV Build",Brick alternate Outer Tube D50830G04 DV Build,None,A,Engineering Study,Released, ,NO,07/22/2020 16:56:05:448,Release
"SCN018956,K,3,Gen11 report for EMI/EMC testing (including accessories)",Gen11 report for EMI/EMC testing (including accessories),None,K,Scanned (Hardcopy) Item,Released, ,NO,07/21/2020 13:05:44:416,Release
"TR000029,DD,1,Training Manual For Cleaning And DryFilm RA Lubrication Process",Training Manual For Cleaning And DryFilm RA Lubrication Process,None,DD,Assembly Training Manual,Released, ,NO,07/21/2020 02:12:24:351,Release
"TR000029,CR,2,Training Manual For Cleaning And Krytox Lubrication Process",Training Manual For Cleaning And Krytox Lubrication Process,None,CR,Assembly Training Manual,Released, ,NO,07/18/2020 05:03:14:530,Release
"TR000029,CS,3,Training Manual For Cleaning And Krytox Lubrication Process",Training Manual For Cleaning And Krytox Lubrication Process,None,CS,Assembly Training Manual,Released, ,NO,07/18/2020 05:03:13:045,Release
"TR000029,CT,4,Training Manual For Cleaning And Krytox Lubrication Process",Training Manual For Cleaning And Krytox Lubrication Process,None,CT,Assembly Training Manual,Released, ,NO,07/18/2020 05:03:12:123,Release
"TR000029,CU,8,Training Manual For Cleaning And Krytox Lubrication Process",Training Manual For Cleaning And Krytox Lubrication Process,None,CU,Assembly Training Manual,Released, ,NO,07/18/2020 05:03:10:983,Release
"TR000029,CV,3,Training Manual For Cleaning And Krytox Lubrication Process",Training Manual For Cleaning And Krytox Lubrication Process,None,CV,Assembly Training Manual,Released, ,NO,07/18/2020 05:03:10:108,Release
"TR000029,CW,6,Training Manual For Cleaning And Krytox Lubrication Process",Training Manual For Cleaning And Krytox Lubrication Process,None,CW,Assembly Training Manual,Released, ,NO,07/18/2020 05:03:09:155,Release
"TR000029,CX,4,Training Manual For Cleaning And Krytox Lubrication Process",Training Manual For Cleaning And Krytox Lubrication Process,None,CX,Assembly Training Manual,Released, ,NO,07/18/2020 05:03:08:358,Release
"TR000029,CY,2,Training Manual For Cleaning And Krytox Lubrication Process",Training Manual For Cleaning And Krytox Lubrication Process,None,CY,Assembly Training Manual,Released, ,NO,07/18/2020 05:03:07:264,Release
"TR000029,CZ,2,Training Manual For Cleaning And Krytox Lubrication Process",Training Manual For Cleaning And Krytox Lubrication Process,None,CZ,Assembly Training Manual,Released, ,NO,07/18/2020 05:03:06:233,Release
